"","ID","OutcomeType","AnimalType","HasName","AgeinDays","IsMix","SimpleColor","IsNeutered","Gender"
"22955","A672264","Adoption","Dog",1,"Less than a year",1,6,1,"F"
"22956","A712378","Adoption","Cat",1,"Less than a year",1,17,1,"F"
"22957","A715641","Adoption","Dog",1,"Less than 2 years",1,4,1,"M"
"22958","A673912","Euthanasia","Dog",1,"Less than 3 years",1,10,0,"M"
"22960","A702708","Return_to_owner","Dog",1,"Less than a year",1,3,1,"M"
"22961","A668065","Transfer","Dog",0,"Less than a year",1,3,1,"F"
"22963","A670892","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"22964","A697760","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"22965","A688369","Transfer","Cat",0,"Less than a year",1,27,0,"M"
"22966","A710611","Transfer","Dog",1,"Less than a year",1,5,1,"M"
"22967","A665840","Transfer","Dog",0,"Less than a year",1,3,0,"F"
"22968","A699573","Euthanasia","Dog",0,"Over 3 years",1,5,0,"F"
"22969","A690476","Transfer","Dog",0,"Less than a year",1,3,0,"M"
"22972","A703568","Adoption","Dog",1,"Less than 2 years",1,5,1,"F"
"22973","A669409","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"22974","A665629","Transfer","Dog",1,"Over 3 years",1,18,1,"M"
"22975","A667209","Adoption","Dog",1,"Less than a year",1,5,0,"M"
"22976","A659252","Return_to_owner","Dog",1,"Over 3 years",1,20,1,"F"
"22977","A710130","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"22978","A674544","Adoption","Dog",0,"Less than a year",1,18,1,"M"
"22980","A692413","Adoption","Dog",1,"Less than 2 years",1,3,1,"M"
"22981","A669074","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"22982","A668343","Transfer","Cat",1,"Less than a year",1,16,1,"M"
"22983","A702238","Adoption","Dog",1,"Less than 2 years",1,27,1,"M"
"22984","A707766","Adoption","Cat",1,"Less than a year",1,25,1,"F"
"22985","A709095","Adoption","Dog",1,"Less than a year",1,18,1,"M"
"22986","A646686","Euthanasia","Dog",1,"Less than a year",1,10,1,"M"
"22987","A514866","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"M"
"22988","A682138","Return_to_owner","Dog",1,"Less than 3 years",1,3,1,"F"
"22989","A716631","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"F"
"22990","A715840","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"22992","A648161","Return_to_owner","Dog",1,"Over 3 years",1,5,1,"M"
"22993","A687373","Transfer","Dog",1,"Over 3 years",1,5,1,"M"
"22994","A688039","Transfer","Dog",1,"Less than a year",1,5,0,"M"
"22996","A699926","Adoption","Cat",1,"Over 3 years",1,25,1,"F"
"22997","A689037","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"22998","A673208","Return_to_owner","Dog",1,"Less than a year",0,27,1,"F"
"22999","A693843","Adoption","Cat",0,"Less than a year",1,17,1,"M"
"23001","A701349","Return_to_owner","Dog",1,"Over 3 years",1,5,0,"M"
"23002","A674707","Adoption","Dog",1,"Less than a year",1,6,0,"F"
"23003","A622283","Adoption","Dog",1,"Less than 2 years",1,5,1,"F"
"23004","A694936","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"23005","A687188","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"23006","A670418","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"23007","A688816","Return_to_owner","Cat",0,"Less than 2 years",1,4,1,"M"
"23008","A673699","Adoption","Dog",1,"Less than 2 years",1,3,1,"M"
"23009","A619150","Euthanasia","Dog",1,"Over 3 years",1,5,0,"M"
"23010","A700763","Adoption","Dog",1,"Less than 2 years",1,26,1,"F"
"23013","A705169","Transfer","Cat",0,"Less than a year",1,7,0,"F"
"23014","A715130","Adoption","Cat",1,"Less than a year",1,27,1,"M"
"23015","A670308","Euthanasia","Dog",0,"Less than 2 years",1,3,0,"F"
"23016","A688872","Return_to_owner","Dog",1,"Less than a year",1,3,0,"M"
"23017","A707031","Adoption","Dog",1,"Less than a year",1,9,0,"F"
"23018","A682629","Transfer","Dog",1,"Over 3 years",1,5,1,"M"
"23019","A716879","Adoption","Cat",0,"Less than a year",1,4,1,"M"
"23020","A676786","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"23021","A701985","Adoption","Cat",0,"Less than a year",1,5,1,"F"
"23024","A659894","Return_to_owner","Dog",1,"Less than a year",1,26,1,"F"
"23025","A652793","Adoption","Dog",1,"Less than 3 years",1,27,1,"M"
"23026","A717296","Transfer","Cat",0,"Less than a year",1,5,1,"M"
"23027","A705009","Euthanasia","Cat",1,"Less than a year",1,17,0,"M"
"23029","A719487","Transfer","Dog",1,"Less than a year",1,3,0,"F"
"23030","A670212","Adoption","Dog",1,"Over 3 years",1,3,1,"F"
"23031","A699619","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"F"
"23032","A702869","Transfer","Dog",1,"Less than a year",0,3,0,"M"
"23035","A710958","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"23036","A673869","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"23040","A695670","Euthanasia","Dog",0,"Less than a year",1,3,0,"M"
"23042","A661611","Adoption","Dog",1,"Less than 2 years",1,5,1,"F"
"23043","A717096","Adoption","Cat",1,"Over 3 years",1,7,1,"F"
"23045","A702813","Transfer","Dog",1,"Less than 2 years",1,3,1,"M"
"23046","A712238","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"23047","A668066","Return_to_owner","Dog",1,"Over 3 years",0,27,1,"M"
"23048","A698196","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"23050","A695809","Adoption","Dog",0,"Less than a year",1,27,1,"F"
"23051","A720864","Adoption","Dog",1,"Over 3 years",1,6,0,"M"
"23054","A630530","Adoption","Dog",1,"Over 3 years",1,3,1,"F"
"23055","A705156","Transfer","Dog",0,"Less than a year",0,10,0,"M"
"23057","A680575","Adoption","Dog",1,"Over 3 years",0,3,0,"F"
"23058","A707434","Adoption","Dog",1,"Less than 3 years",1,23,1,"M"
"23059","A666900","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"23060","A680494","Return_to_owner","Dog",1,"Less than a year",1,3,1,"F"
"23061","A700744","Transfer","Cat",1,"Less than a year",1,5,0,"F"
"23062","A708741","Transfer","Cat",1,"Less than a year",1,3,1,"F"
"23063","A686063","Euthanasia","Cat",0,"Less than 2 years",1,3,1,"M"
"23064","A713896","Transfer","Cat",0,"Less than a year",1,27,0,"M"
"23065","A696892","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"23068","A645693","Adoption","Cat",1,"Over 3 years",1,3,1,"F"
"23069","A713581","Transfer","Cat",1,"Less than a year",1,4,1,"M"
"23070","A698194","Return_to_owner","Dog",1,"Less than 2 years",0,4,1,"M"
"23071","A667976","Euthanasia","Dog",1,"Less than 2 years",1,5,1,"F"
"23072","A700831","Return_to_owner","Cat",1,"Less than 2 years",1,25,1,"F"
"23076","A665157","Euthanasia","Cat",0,"Less than 2 years",1,17,0,"M"
"23077","A664918","Transfer","Dog",1,"Less than 2 years",1,3,1,"F"
"23079","A689896","Adoption","Dog",1,"Less than 3 years",1,3,1,"M"
"23080","A711522","Adoption","Dog",1,"Less than a year",1,18,1,"F"
"23081","A708393","Transfer","Dog",1,"Less than 2 years",1,5,1,"F"
"23083","A302820","Adoption","Dog",1,"Over 3 years",1,5,1,"F"
"23085","A675239","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"23086","A697976","Adoption","Dog",1,"Less than 2 years",1,3,1,"F"
"23087","A716148","Adoption","Dog",0,"Less than a year",1,5,1,"M"
"23088","A670687","Adoption","Dog",1,"Less than 2 years",1,27,1,"F"
"23091","A696027","Adoption","Dog",1,"Less than 2 years",1,3,1,"M"
"23092","A672189","Adoption","Dog",1,"Less than a year",1,27,1,"M"
"23094","A670151","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"23095","A687328","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"M"
"23096","A675534","Return_to_owner","Dog",1,"Less than a year",1,3,1,"F"
"23097","A690006","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"23098","A557260","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"M"
"23099","A675482","Transfer","Cat",0,"Less than a year",1,4,0,"M"
"23100","A664359","Adoption","Dog",1,"Less than 2 years",1,27,1,"F"
"23102","A646455","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"F"
"23104","A699546","Return_to_owner","Cat",0,"Less than a year",1,5,0,"M"
"23108","A681602","Transfer","Dog",1,"Less than 3 years",1,23,1,"F"
"23109","A664229","Adoption","Dog",1,"Over 3 years",1,3,1,"M"
"23110","A684898","Adoption","Cat",1,"Less than a year",1,4,1,"F"
"23112","A705443","Adoption","Dog",1,"Less than 2 years",1,6,1,"F"
"23113","A667543","Euthanasia","Cat",0,"Over 3 years",1,4,1,"M"
"23114","A682924","Return_to_owner","Dog",1,"Less than 3 years",1,23,1,"M"
"23118","A705197","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"23119","A684445","Adoption","Cat",1,"Over 3 years",1,3,1,"M"
"23120","A703159","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"23121","A685897","Transfer","Cat",0,"Less than a year",1,11,0,"M"
"23123","A694154","Return_to_owner","Dog",1,"Less than a year",1,3,1,"F"
"23124","A675195","Adoption","Dog",0,"Less than a year",1,3,1,"F"
"23125","A682307","Adoption","Dog",1,"Less than a year",1,23,1,"F"
"23126","A590490","Return_to_owner","Cat",1,"Over 3 years",1,5,1,"M"
"23127","A603779","Adoption","Dog",1,"Less than 2 years",1,28,1,"M"
"23128","A718088","Adoption","Cat",1,"Less than a year",1,25,1,"F"
"23129","A665134","Euthanasia","Dog",1,"Less than a year",1,23,1,"F"
"23131","A710320","Return_to_owner","Dog",1,"Over 3 years",1,4,1,"F"
"23132","A681215","Transfer","Dog",0,"Less than a year",1,27,1,"F"
"23133","A683223","Transfer","Cat",1,"Less than a year",1,17,0,"M"
"23135","A631986","Return_to_owner","Dog",1,"Less than a year",1,3,1,"M"
"23136","A636914","Return_to_owner","Dog",1,"Less than 3 years",1,6,1,"F"
"23137","A650538","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"M"
"23138","A667830","Transfer","Dog",1,"Less than 2 years",1,27,0,"F"
"23141","A682109","Euthanasia","Cat",0,"Less than a year",1,5,0,"M"
"23142","A663273","Euthanasia","Dog",1,"Less than 2 years",1,23,1,"F"
"23143","A678904","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"23144","A697610","Adoption","Dog",1,"Less than 3 years",1,3,1,"F"
"23145","A673083","Adoption","Dog",1,"Over 3 years",0,27,1,"M"
"23146","A705079","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"23147","A708031","Return_to_owner","Dog",1,"Over 3 years",1,13,0,"F"
"23149","A692291","Transfer","Dog",0,"Less than a year",1,3,0,"F"
"23150","A695278","Adoption","Dog",1,"Less than 2 years",1,12,1,"M"
"23151","A683589","Transfer","Cat",0,"Less than a year",1,27,0,"F"
"23153","A668661","Return_to_owner","Cat",1,"Less than 2 years",1,27,1,"M"
"23154","A703717","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"23155","A607745","Adoption","Cat",1,"Less than 3 years",1,5,1,"M"
"23157","A678982","Transfer","Dog",0,"Less than a year",1,5,0,"M"
"23160","A700277","Adoption","Dog",1,"Less than a year",1,18,1,"F"
"23161","A670607","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"M"
"23163","A714508","Return_to_owner","Cat",1,"Less than a year",1,27,1,"F"
"23164","A700397","Adoption","Dog",1,"Less than 2 years",1,27,1,"F"
"23168","A683971","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"23169","A674791","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"F"
"23170","A682764","Return_to_owner","Cat",1,"Less than 2 years",1,4,1,"F"
"23171","A685593","Transfer","Cat",0,"Less than a year",1,7,0,"F"
"23173","A666709","Transfer","Cat",1,"Less than a year",1,4,0,"M"
"23174","A680907","Adoption","Cat",0,"Less than a year",1,5,1,"F"
"23175","A686739","Euthanasia","Cat",0,"Less than a year",1,4,0,"M"
"23177","A591739","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"M"
"23179","A715876","Adoption","Dog",1,"Less than 3 years",1,3,1,"F"
"23180","A675113","Adoption","Dog",1,"Less than a year",1,27,1,"M"
"23181","A700320","Transfer","Dog",1,"Less than 2 years",1,3,0,"M"
"23184","A680212","Transfer","Dog",0,"Less than a year",1,10,0,"M"
"23186","A712379","Adoption","Cat",1,"Less than a year",1,9,1,"M"
"23187","A572166","Adoption","Cat",1,"Over 3 years",1,24,1,"F"
"23188","A686738","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"23189","A646262","Return_to_owner","Dog",1,"Less than 3 years",1,3,1,"F"
"23190","A680379","Adoption","Cat",0,"Less than a year",1,5,1,"M"
"23191","A703930","Adoption","Cat",1,"Less than a year",1,25,1,"F"
"23192","A679095","Adoption","Cat",1,"Less than a year",1,27,1,"F"
"23193","A693721","Adoption","Cat",1,"Over 3 years",1,5,1,"F"
"23195","A688746","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"23198","A679115","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"23203","A720392","Adoption","Dog",1,"Less than 2 years",0,5,1,"M"
"23204","A690370","Transfer","Dog",1,"Less than 3 years",1,3,1,"M"
"23206","A705855","Adoption","Dog",1,"Less than a year",1,4,1,"F"
"23208","A693819","Transfer","Dog",0,"Over 3 years",1,3,1,"M"
"23209","A662167","Adoption","Cat",1,"Less than a year",1,4,1,"M"
"23210","A676340","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"23212","A697246","Transfer","Dog",0,"Less than a year",1,27,0,"M"
"23213","A718338","Transfer","Dog",1,"Less than a year",1,23,0,"M"
"23215","A716371","Adoption","Dog",0,"Less than a year",1,20,1,"M"
"23216","A704640","Transfer","Cat",1,"Less than a year",1,5,1,"F"
"23217","A707353","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"23218","A688463","Transfer","Dog",0,"Less than a year",1,23,0,"M"
"23219","A700689","Adoption","Dog",0,"Less than a year",1,3,1,"F"
"23220","A699874","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"23221","A706280","Adoption","Cat",0,"Less than a year",1,25,1,"F"
"23222","A689627","Transfer","Dog",1,"Over 3 years",1,23,1,"M"
"23223","A699983","Adoption","Cat",1,"Less than 2 years",1,5,1,"M"
"23224","A710821","Transfer","Cat",1,"Less than a year",1,24,1,"F"
"23225","A675585","Adoption","Dog",1,"Less than a year",1,23,1,"F"
"23226","A718601","Transfer","Dog",1,"Less than 2 years",1,23,1,"M"
"23227","A681569","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"23228","A670631","Euthanasia","Dog",0,"Less than a year",0,23,0,"F"
"23229","A675337","Euthanasia","Dog",1,"Over 3 years",1,4,0,"F"
"23230","A670996","Adoption","Dog",1,"Over 3 years",1,26,1,"M"
"23234","A692607","Transfer","Dog",0,"Less than a year",1,5,1,"M"
"23236","A486898","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"M"
"23237","A666994","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"23239","A693529","Adoption","Dog",1,"Less than a year",1,27,1,"M"
"23240","A688197","Return_to_owner","Cat",1,"Over 3 years",1,21,1,"F"
"23241","A695540","Return_to_owner","Cat",1,"Over 3 years",1,4,1,"F"
"23242","A683410","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"23245","A720628","Return_to_owner","Dog",1,"Less than a year",1,27,0,"F"
"23246","A707826","Adoption","Cat",1,"Less than a year",1,17,1,"F"
"23247","A685845","Euthanasia","Dog",1,"Less than 2 years",1,5,1,"M"
"23248","A720045","Return_to_owner","Dog",1,"Over 3 years",0,23,0,"F"
"23249","A708872","Return_to_owner","Dog",1,"Less than 3 years",1,5,1,"M"
"23250","A689443","Transfer","Dog",0,"Less than a year",1,3,1,"F"
"23251","A674108","Adoption","Dog",1,"Less than a year",1,26,1,"M"
"23252","A702797","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"23253","A711576","Transfer","Cat",1,"Less than a year",1,17,0,"M"
"23254","A703373","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"M"
"23255","A674572","Adoption","Dog",1,"Less than a year",1,23,1,"F"
"23257","A702570","Adoption","Dog",0,"Less than a year",0,5,1,"M"
"23258","A699134","Transfer","Dog",0,"Less than a year",1,8,0,"F"
"23260","A684608","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"23261","A673037","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"23263","A693954","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"23265","A707431","Return_to_owner","Dog",1,"Less than 3 years",1,5,1,"M"
"23266","A686964","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"M"
"23267","A665407","Transfer","Cat",1,"Less than a year",1,3,0,"F"
"23269","A674681","Transfer","Dog",0,"Less than a year",1,3,0,"M"
"23270","A678824","Transfer","Cat",0,"Less than 2 years",1,5,0,"M"
"23271","A687998","Transfer","Cat",1,"Less than a year",1,3,1,"M"
"23272","A672494","Adoption","Cat",1,"Less than a year",1,24,1,"F"
"23273","A711292","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"23276","A679155","Adoption","Dog",0,"Less than a year",1,20,1,"M"
"23277","A678754","Adoption","Cat",1,"Less than a year",1,27,1,"M"
"23278","A703300","Transfer","Cat",0,"Less than a year",1,3,0,"F"
"23279","A720048","Transfer","Dog",0,"Less than a year",1,3,0,"F"
"23280","A716657","Transfer","Dog",0,"Over 3 years",1,6,0,"M"
"23283","A583162","Return_to_owner","Dog",1,"Over 3 years",1,8,1,"M"
"23284","A676236","Euthanasia","Dog",0,"Less than 3 years",1,5,0,"M"
"23285","A714556","Adoption","Dog",1,"Less than 2 years",1,13,1,"M"
"23286","A708098","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"23287","A706516","Adoption","Dog",1,"Less than a year",1,3,0,"M"
"23288","A716160","Transfer","Cat",0,"Less than 2 years",1,17,0,"M"
"23289","A684770","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"23290","A682482","Adoption","Cat",1,"Less than a year",1,4,1,"F"
"23291","A686154","Transfer","Dog",0,"Over 3 years",0,27,1,"M"
"23292","A716928","Adoption","Cat",0,"Less than a year",1,17,1,"M"
"23293","A664952","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"23294","A691632","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"23296","A683141","Transfer","Cat",1,"Less than a year",1,3,0,"F"
"23297","A708567","Transfer","Cat",1,"Less than a year",1,3,0,"M"
"23298","A691549","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"23299","A687802","Adoption","Dog",1,"Less than a year",1,26,1,"F"
"23301","A705558","Return_to_owner","Dog",1,"Less than a year",1,3,1,"M"
"23302","A681938","Euthanasia","Cat",1,"Less than a year",1,24,0,"F"
"23304","A707043","Adoption","Dog",0,"Less than a year",1,18,1,"F"
"23305","A715850","Return_to_owner","Dog",1,"Less than 3 years",1,9,1,"M"
"23307","A686703","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"M"
"23308","A706343","Adoption","Dog",1,"Less than 2 years",1,5,1,"M"
"23309","A666395","Adoption","Dog",1,"Less than 2 years",1,3,1,"M"
"23310","A699825","Adoption","Dog",1,"Less than a year",0,8,1,"M"
"23313","A702825","Return_to_owner","Cat",1,"Over 3 years",1,3,1,"M"
"23314","A652352","Return_to_owner","Dog",1,"Over 3 years",1,10,1,"F"
"23316","A675505","Adoption","Cat",1,"Over 3 years",1,3,1,"M"
"23317","A701233","Transfer","Cat",0,"Less than a year",1,27,0,"M"
"23318","A709659","Adoption","Dog",0,"Less than a year",1,23,1,"M"
"23319","A684917","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"23320","A669160","Adoption","Cat",1,"Less than a year",1,27,1,"F"
"23321","A684969","Adoption","Cat",1,"Less than a year",1,21,0,"F"
"23322","A705346","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"23323","A685994","Return_to_owner","Dog",1,"Less than a year",1,5,0,"M"
"23324","A616452","Return_to_owner","Cat",1,"Over 3 years",1,5,1,"F"
"23325","A705920","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"23326","A661693","Return_to_owner","Dog",1,"Less than 2 years",1,3,0,"M"
"23328","A713447","Adoption","Dog",0,"Over 3 years",1,27,1,"M"
"23329","A677303","Transfer","Cat",0,"Less than a year",1,4,0,"F"
"23330","A712206","Transfer","Cat",1,"Over 3 years",1,5,1,"M"
"23335","A684592","Adoption","Dog",1,"Over 3 years",1,3,1,"F"
"23338","A697974","Adoption","Dog",1,"Less than 2 years",1,5,1,"F"
"23339","A698834","Adoption","Cat",1,"Less than a year",1,25,1,"F"
"23340","A705581","Transfer","Cat",0,"Less than a year",1,4,0,"M"
"23341","A674103","Transfer","Cat",0,"Less than a year",1,7,0,"F"
"23342","A695239","Adoption","Dog",0,"Less than a year",1,3,1,"M"
"23343","A696370","Return_to_owner","Cat",1,"Less than a year",1,17,1,"M"
"23344","A675431","Return_to_owner","Dog",1,"Less than 3 years",1,23,1,"M"
"23345","A687374","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"23346","A712408","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"23347","A681992","Adoption","Dog",1,"Over 3 years",0,26,1,"F"
"23348","A714850","Transfer","Cat",1,"Less than a year",1,8,0,"F"
"23349","A699880","Return_to_owner","Dog",1,"Less than 3 years",1,4,0,"F"
"23351","A694910","Transfer","Dog",1,"Less than a year",1,5,1,"M"
"23353","A710176","Adoption","Dog",1,"Less than 2 years",0,27,1,"F"
"23354","A667358","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"23358","A698339","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"M"
"23359","A712439","Adoption","Cat",1,"Less than a year",1,25,1,"F"
"23360","A704986","Died","Cat",1,"Less than a year",1,4,0,"M"
